Epoch,FrontSize,ArchiveSize,Time
1,64,14,4.076605319976807
2,70,20,3.9357810020446777
3,67,17,4.071110486984253
4,67,17,4.046043634414673
5,68,18,4.012971639633179
6,65,15,3.9335694313049316
7,66,16,3.9681501388549805
8,66,16,4.105837821960449
9,69,19,4.617957353591919
10,69,19,3.9400975704193115
11,70,20,3.9426119327545166
12,73,23,4.057978868484497
13,74,24,3.966402530670166
14,75,25,4.191183805465698
15,79,29,3.971759796142578
16,79,29,4.2134575843811035
17,79,29,4.060185670852661
18,68,18,3.9803555011749268
19,69,19,4.081422805786133
20,71,21,4.057839393615723
21,72,22,4.2684502601623535
22,73,23,4.082004070281982
23,75,25,3.941321849822998
24,74,24,3.967745780944824
25,74,24,3.9967432022094727
26,75,25,4.016939878463745
27,72,22,4.097403287887573
28,72,22,4.06168532371521
29,72,22,4.042765378952026
30,73,23,3.9596750736236572
31,73,23,4.0225911140441895
32,73,23,4.134390830993652
33,73,23,4.034677743911743
34,74,24,4.0058465003967285
35,75,25,3.947657823562622
36,75,25,4.081107139587402
37,76,26,5.060748815536499
38,76,26,4.45971155166626
39,77,27,4.048259496688843
40,79,29,4.064225435256958
41,79,29,3.9961042404174805
42,79,29,4.9264304637908936
43,79,29,4.871241092681885
44,79,29,4.408541202545166
45,81,31,3.9999654293060303
46,83,33,4.043527841567993
47,83,33,4.071898460388184
48,84,34,4.0452611446380615
49,85,35,4.070993185043335
50,86,36,4.231890439987183
51,87,37,4.171730041503906
52,89,39,4.689738750457764
53,96,46,4.23328971862793
54,98,48,4.107327461242676
55,100,50,4.392402172088623
56,100,50,4.0797278881073
57,100,50,4.2032670974731445
58,100,50,3.989814519882202
59,100,50,4.085913181304932
60,98,48,4.079978704452515
61,95,45,4.182452440261841
62,96,46,4.094820737838745
63,96,46,4.085129737854004
64,96,46,4.00561785697937
65,96,46,5.391087770462036
66,100,50,5.290235757827759
67,98,48,5.017348051071167
68,98,48,4.061859607696533
69,98,48,4.137956142425537
70,98,48,4.083488702774048
71,99,49,4.161394119262695
72,100,50,4.198803663253784
73,99,49,4.134330749511719
74,100,50,4.134838581085205
75,100,50,4.017392158508301
76,97,47,4.094735860824585
77,98,48,4.062791347503662
78,98,48,4.056412935256958
79,100,50,4.054600715637207
80,100,50,4.224308729171753
81,95,45,4.113473892211914
82,96,46,4.088611841201782
83,100,50,4.082175970077515
84,99,49,4.126332998275757
85,100,50,4.207522869110107
86,100,50,4.097046375274658
87,91,41,4.582163572311401
88,91,41,4.64809250831604
89,91,41,4.010271072387695
90,91,41,4.098097801208496
91,93,43,4.146451950073242
92,94,44,4.168073654174805
93,96,46,4.1514551639556885
94,97,47,4.162040710449219
95,98,48,4.01744818687439
96,98,48,5.290526866912842
97,99,49,4.645890951156616
98,99,49,4.003998517990112
99,100,50,4.117122173309326
100,97,47,4.4171788692474365
100,97,47,425.3473324775696
