Task,Model,ER-MEAN,ER-CV,GD-MEAN,GD-CV,IGD-MEAN,IGD-CV,STE-MEAN,STE-CV,HV-MEAN,HV-CV,HAR-MEAN,HAR-CV
200,MO-SSA,0.3628571428571429,0.12335958005249342,2.8791385979464748,0.18370418581237047,1.7960174444952341,0.19459951165456305,0.20148174373908498,0.4740925264345562,20369636.26236137,0.014725076242066653,0.91956601604731,0.014725076242066643
250,NSGA-II,0.08358208955223881,0.28738351677555496,4.997779946726057,0.2728964311518996,32.30497418758141,0.04347346239306981,0.9171282002281156,1.3463258156616753,25062930.215020467,0.00905828355455805,0.826586263943647,0.009058283554558049
250,NSGA-III,0.08283582089552237,0.3429345281202574,5.278300467803875,0.27000031307602484,32.153245611158994,0.053118615981861066,0.38069611375244106,1.1953410394538304,25227681.85298457,0.017415742300383806,0.8320198441250153,0.01741574230038381
250,MO-ALO,0.24328358208955225,0.3261358002454481,0.9125060951083276,0.3287838114248545,32.636443005261896,0.03435857035045738,0.06927822297516284,0.819623045784007,28232011.9111728,0.01025018112617105,0.9311039471068412,0.01025018112617102
250,MO-SSA,0.2858208955223881,0.162237455696146,2.4888090615264513,0.15262024751936545,2.09602157472158,0.15686454191941762,0.2268856601192689,0.5727864128955077,27874974.093712866,0.011241752797723359,0.9193286856713716,0.011241752797723327
300,NSGA-II,0.07167630057803469,0.23704739446288825,5.399780745153583,0.2624816273898902,41.43388449091647,0.04256416282771253,0.3783077419029828,0.702356223834916,33687601.38757419,0.010827581793930813,0.8070027973100767,0.010827581793930828
300,NSGA-III,0.05780346820809248,0.3193743884534263,5.729010002311736,0.2715606538822485,41.24176639538443,0.02514840400786231,1.396889507413429,1.3015982724039925,33949695.27392058,0.020308664176913,0.8132813832208393,0.020308664176913013
300,MO-ALO,0.17514450867052025,0.31137000383200764,0.9925834363751952,0.34518492756687497,42.775615687481796,0.0333832606893709,0.1173954788624752,0.9983589900209364,38115272.88728595,0.016624332157187647,0.9130698112458172,0.01662433215718765
300,MO-SSA,0.21791907514450867,0.06502732452059024,2.741078481989857,0.21167075474544692,1.995824098675459,0.1891111838351426,0.26079108803031875,0.3676784480878129,38233465.34416687,0.010645892086573796,0.9159011687600104,0.010645892086573794
350,NSGA-II,0.07784090909090909,0.23550752999856464,6.13792206070609,0.13954557957232094,46.61819350529944,0.030930047867628714,0.8619494329075253,1.0271827142228889,43291011.23336653,0.014414667650774043,0.7999452786267174,0.014414667650774031
350,NSGA-III,0.06363636363636363,0.25815771955001715,7.040251532875733,0.11183895823758797,47.025091017079326,0.039890008198655284,0.5037769131885318,0.7976131995754581,43799806.04009594,0.013595839659974898,0.8093469532893615,0.013595839659974905
350,MO-ALO,0.15056818181818182,0.4689732617712005,1.3783352059791194,0.4676696562237122,48.44692465139828,0.04488299061764953,0.2859095386465239,1.1747757204086122,49054537.01277258,0.0203437692380612,0.9064455682740444,0.020343769238061197
350,MO-SSA,0.2113636363636364,0.13643631763924213,3.516177081157036,0.29109530454857113,2.573389294934465,0.17713859986236746,0.2385781622002379,0.7196820715684947,49301792.98044743,0.024049040197709287,0.9110144438516456,0.024049040197709287
400,NSGA-II,0.08723404255319148,0.3431048430245397,12.661582393886215,0.13694993839516886,69.16711621054692,0.023350172144836003,0.9425979215511172,1.249895885998658,53765000.37585305,0.016993190940198653,0.8049223092538256,0.016993190940198643
400,NSGA-III,0.07943262411347518,0.298273090865894,13.854487890235804,0.17319042484883576,69.68638095242541,0.027213290002714642,0.6413416078660924,0.858129155249158,53166159.27158769,0.01033507823201066,0.7959569868107541,0.010335078232010648
400,MO-ALO,0.2226950354609929,0.474340579921296,3.3502166023287714,0.4292038842136823,72.30352131648424,0.04453652772057616,0.15060387093325173,1.2197427482436676,60448535.93622352,0.020590636564817667,0.9049823267303551,0.02059063656481768
400,MO-SSA,0.2560283687943262,0.12039509037174922,5.025213345042839,0.2700885116331495,2.9525208931273736,0.13568588873313206,0.268245963934418,0.29114492768247696,60118554.61747269,0.013784932925608659,0.9000421365835537,0.01378493292560868
450,NSGA-II,0.07812500000000001,0.3224903099319419,7.722840796122685,0.11301096590345433,70.42129187707505,0.028434377561833937,1.414050320415173,2.392437009588956,61855470.31946001,0.013698774847047826,0.7881478765492694,0.01369877484704783
450,NSGA-III,0.07437500000000001,0.3220801327182655,10.157805660099253,0.31817697962908675,69.00061759412273,0.04126592137913169,0.982199746568094,1.2832426113250297,61573423.86920867,0.012581403756537908,0.7845541069165145,0.012581403756537934
450,MO-ALO,0.195,0.3625621985225455,2.243240535871897,0.5418262890480333,71.3800406554269,0.045711168417071714,0.09026687946890236,0.422635252098082,69436311.79063453,0.01554956262067321,0.8847411782751337,0.015549562620673228
450,MO-SSA,0.21750000000000005,0.13947886321277697,4.38278977497073,0.250560034881807,3.1909339241178905,0.203345171641584,0.30458707372091404,0.2294709535157926,69781957.83958638,0.02628429403264585,0.8891453190586744,0.026284294032645872
500,NSGA-II,0.0616580310880829,0.2848479202803075,6.5702313732207225,0.2093702209624366,61.17489234702881,0.031527632540613484,1.453454573367411,1.1086311144396397,76678842.04379019,0.010727414788230564,0.8158282693219416,0.010727414788230569
500,NSGA-III,0.055440414507772026,0.323882681330158,6.364552935872376,0.19743979714188234,61.0973906528305,0.02668523150830824,1.3462979092321696,1.6327412256371752,76983756.67305979,0.011136811337348984,0.8190724233500621,0.011136811337348982
500,MO-ALO,0.15595854922279792,0.3649800682445293,1.2268233966014723,0.35457365801640045,62.02782548668562,0.04168714536684814,0.09685316920485322,0.6229118773796908,84601056.22725265,0.010444273600121557,0.9001170524363358,0.010444273600121578
500,MO-SSA,0.1891191709844559,0.1262951295519574,3.1957264435418677,0.3345436121508761,3.0156609436804813,0.1141883237862483,0.2775784860004428,0.4072964143281919,86148640.74625483,0.008868831178582797,0.9165826531954858,0.008868831178582802
