Task,Model,ER-MEAN,ER-CV,GD-MEAN,GD-CV,IGD-MEAN,IGD-CV,STE-MEAN,STE-CV,HV-MEAN,HV-CV,HAR-MEAN,HAR-CV
50,NSGA-II,0.440625,0.4054976555722782,2.6210250780325284,0.21817704690008272,7.041119279804227,0.052570910291008084,1.396528020961069,2.457985487461705,4121085.906347028,0.020617428896420625,0.8614581430093141,0.020617428896420625
50,NSGA-III,0.403125,0.16787913044734668,2.8258649068762853,0.19601889907863645,7.004026444717296,0.07513646566086499,0.21000056383789167,0.8296085358227387,4091529.893613721,0.01913330929732673,0.8552798520387762,0.019133309297326727
50,MO-ALO,0.965625,0.3772552305685339,0.8331261061647435,0.3669306029329853,7.031661888451373,0.0788689503191531,0.03287555624453995,0.8391096770383687,4572910.141360149,0.013712937969570413,0.9559059840168368,0.013712937969570429
50,MO-SSA,0.56875,0.42118171201619337,2.9775158784144,0.3300810813634349,3.192950581182453,0.6522100053163732,1.7098216081941218,2.6883936206067296,4317833.011246876,0.02091796259207869,0.9025855059134568,0.020917962592078683
100,NSGA-II,0.10824742268041236,0.2380952380952381,3.83094975217046,0.10659336807161436,16.00408786876083,0.04848541378492684,0.3920757902749486,0.8342013861216968,8342104.807162416,0.01742472865902355,0.8209761179332873,0.017424728659023572
100,NSGA-III,0.13917525773195874,0.3366094153333856,3.599951697956714,0.2189737160768187,15.232110942641931,0.04932700311386228,0.4297196063704025,0.8576747513850291,8388374.968453096,0.01929596632852198,0.8255297285951857,0.019295966328521992
100,MO-ALO,0.3206185567010309,0.4063296100815592,0.7517221036275397,0.30887117605397546,16.189205625206718,0.05008511729505096,0.04819996708118895,0.5573697782235474,9513343.018392554,0.02024255135152296,0.9362418238981972,0.02024255135152296
100,MO-SSA,0.3103092783505154,0.21399578624834448,2.933564430489759,0.4580037965804277,1.495683686521076,0.34185282806099143,0.18606786302335349,0.7523900137388494,8992103.646144954,0.025726746911812846,0.8849448087882449,0.025726746911812825
150,NSGA-II,0.10317460317460317,0.3134084428840518,4.419935310115843,0.33973302327682864,24.64091653906747,0.03625653794108884,0.28417043844673645,0.5606069794136552,13129514.82705721,0.013854705643275352,0.8418412182731679,0.013854705643275329
150,NSGA-III,0.08174603174603175,0.3501881319780861,4.6057145670580475,0.32145303932514874,24.993372656860963,0.042320771184761234,1.2251435207575885,1.920797652570652,13099307.045001822,0.014496746038034603,0.8399043488319275,0.01449674603803459
150,MO-ALO,0.22698412698412695,0.30888199755745144,0.959746940750584,0.465080279642916,25.777583506197672,0.051542854223462164,0.07757919368886299,0.9353327257151564,14563370.030538876,0.015495200094464198,0.9337774723713612,0.01549520009446421
150,MO-SSA,0.2698412698412699,0.2063020931382374,2.017162827991431,0.3523295055311633,1.5025370655225194,0.1748396753286187,0.13118141098731578,0.5761904092869411,14275740.595335927,0.018460569924374386,0.9153351828174868,0.018460569924374386
200,NSGA-II,0.1123809523809524,0.3074297821562212,5.304605949951358,0.17802438208585994,39.866231791006825,0.03735937064248338,0.5896613052340431,0.6645201501880145,18572698.792071704,0.015348533147406253,0.8384451452886272,0.015348533147406253
200,NSGA-III,0.10952380952380954,0.2405098554076405,5.3392883732063225,0.15841144447600505,39.875644008236364,0.03294549771184694,0.2999755065626791,0.5061606833587956,18499285.06040996,0.02092043992741595,0.8351309588260982,0.02092043992741593
200,MO-ALO,0.3123809523809524,0.3443367781340366,1.4614239845407868,0.2390342917728672,40.9878737966319,0.035467657832014374,0.07325837332283673,0.8182275199812172,20798194.180592567,0.012161374919562543,0.9389128169640047,0.012161374919562542
