Solution,Power,Latency,Cost
0,255.90324380367116,1381.1762915562667,58.79510637855509
1,269.57553168863365,1641.9198590425021,49.21797344457439
2,202.5205287941144,1121.1965454524181,62.62871695077261
3,202.05954741118478,1127.6920553212235,62.11735174154211
4,270.6937095291562,1657.495523497412,48.458227470577604
5,201.93560791837496,1155.4001986359756,60.51331209665572
6,261.8251566606056,1585.0285721382977,50.97754026368621
7,199.92520738256985,1164.8427446373787,60.047756608697775
8,206.42392443258692,1129.6159319617177,62.06358902141464
9,213.9893913661459,1103.7473518591942,65.83517406707446
10,205.62415878852755,1133.3070655975657,60.767110278465545
11,222.0428924798357,1103.608978831527,67.04926118687023
12,216.64561733384954,1120.125877822457,65.80932120846347
13,203.7277042773707,1142.5345999062888,60.241967294169434
14,203.57069349615202,1139.2126839434136,60.25202924581461
15,267.1473079808676,1599.0752211601489,50.23022149304859
16,223.20486485398408,1094.391749431807,68.09983062013751
17,203.51701477004084,1140.4582730698746,60.26648023595519
18,218.0112020672919,1120.21701660025,64.42254957934013
19,223.33232194314388,1081.050240283353,66.89766740121938
20,201.52623863452197,1163.92481902182,59.498437270771575
21,201.93567657169172,1160.0973248831688,59.73503921193225
22,202.84593221124186,1150.91281143805,60.627362161227104
23,272.90949843160365,1652.0608886500536,48.917163384542754
24,246.29069089369122,1474.0029185502653,55.53481878221248
25,206.78424302456233,1131.0692801334394,62.023094325661084
26,203.542298340819,1150.274101732878,59.9194422424712
27,200.07251698467903,1170.8870810106055,59.80203909312891
28,274.2333237048965,1474.740366175025,55.12557599393979
29,248.62343490350145,1479.3240292714413,55.30816071808404
30,244.36054814983865,1493.2347983903107,54.68010642349856
31,201.28390941029338,1152.8296168413385,61.2999505507329
32,251.02787793178922,1404.1729240843283,56.737426140427765
33,246.36669346689294,1498.8429303438431,54.61185820608634
34,233.10958593701855,1443.0188595209313,58.22004498302362
35,254.02966553810097,1420.437201615821,56.51197137651412
36,247.2357472457165,1508.8254840765305,52.95887482642578
37,248.52153764068015,1515.00785526205,52.35164677194362
