Solution,Power,Latency,Cost
0,509.1098646627231,2705.839150039793,159.83375971145222
1,518.4131232416,2774.9027239984866,156.70446295279524
2,488.50568918844976,2869.773406241973,150.64925009367735
3,518.4256113467175,2752.2345705487496,157.68829941676697
4,500.0578216665915,2808.1772951691173,154.35886853266823
5,502.02419877263355,2766.683490254385,160.48726954592905
6,507.51846147644443,2770.4487938934767,159.77676361798987
7,513.1157669079893,2735.5232879343075,158.86543255833996
8,513.5956374986675,2864.5969991726515,151.46474444462825
9,511.5490140097039,2768.8397652959948,159.1886875806146
10,508.760255277715,2772.4285208272463,158.26130592899273
11,509.0062897892128,2773.449944201749,157.5561875026896
12,513.0351360114308,2770.1300953444224,158.99759293527427
13,498.7061984835463,2777.1488675260866,154.47814956939226
14,503.38616003447083,2798.8110562649345,152.8924944997235
15,508.63519921384324,2758.47769208803,160.2436561079414
