Epoch,FrontSize,ArchiveSize,Time
1,61,11,0.8401844501495361
2,66,16,0.7758822441101074
3,62,12,0.721609354019165
4,60,10,0.8414144515991211
5,56,6,0.9354252815246582
6,60,10,0.887784481048584
7,58,8,0.8201808929443359
8,59,9,0.8004846572875977
9,60,10,0.8097689151763916
10,61,11,0.9029965400695801
11,60,10,1.1471869945526123
12,64,14,0.8484437465667725
13,67,17,0.8603613376617432
14,68,18,0.8597257137298584
15,72,22,1.0227372646331787
16,70,20,1.1473684310913086
17,73,23,0.870635986328125
18,73,23,0.8762912750244141
19,75,25,1.009648323059082
20,74,24,1.0943799018859863
21,75,25,0.8906810283660889
22,76,26,1.030928373336792
23,79,29,0.9240357875823975
24,74,24,0.8902702331542969
25,81,31,0.843773365020752
26,79,29,1.007387638092041
27,79,29,0.8806095123291016
28,75,25,0.932713508605957
29,78,28,0.8924341201782227
30,80,30,0.9698452949523926
31,82,32,0.9412839412689209
32,82,32,0.8306524753570557
33,80,30,0.8439676761627197
34,83,33,0.8680782318115234
35,81,31,0.8820040225982666
36,78,28,0.9489974975585938
37,78,28,0.8790037631988525
38,78,28,0.772146463394165
39,76,26,0.7900032997131348
40,74,24,0.8819906711578369
41,73,23,0.878861665725708
42,72,22,0.7770471572875977
43,73,23,0.9189343452453613
44,72,22,0.8434176445007324
45,72,22,0.8655660152435303
46,74,24,0.8049707412719727
47,73,23,0.7570145130157471
48,72,22,0.8010396957397461
49,75,25,0.8980693817138672
50,72,22,0.9350845813751221
51,72,22,0.9165210723876953
52,72,22,0.9385356903076172
53,71,21,0.8888213634490967
54,72,22,0.9643874168395996
55,69,19,1.0403025150299072
56,72,22,1.1392741203308105
57,71,21,1.092951774597168
58,68,18,1.0101115703582764
59,70,20,1.2188773155212402
60,70,20,0.9664304256439209
61,71,21,0.8817453384399414
62,69,19,0.881866455078125
63,72,22,0.9006636142730713
64,69,19,1.1433758735656738
65,73,23,0.9418435096740723
66,70,20,1.0478370189666748
67,71,21,0.9422378540039062
68,69,19,0.9550211429595947
69,68,18,1.0762624740600586
70,68,18,1.1522948741912842
71,70,20,1.0611944198608398
72,67,17,1.2276809215545654
73,70,20,0.9285502433776855
74,70,20,0.8429877758026123
75,70,20,1.158229112625122
76,69,19,0.9820313453674316
77,67,17,0.9138262271881104
78,69,19,0.9628961086273193
79,66,16,1.381134271621704
80,64,14,0.9611563682556152
81,66,16,1.0197131633758545
82,64,14,0.8872387409210205
83,63,13,1.1795203685760498
84,64,14,0.9473171234130859
85,64,14,1.1682052612304688
86,66,16,1.045685052871704
87,65,15,1.2236616611480713
88,67,17,1.1034111976623535
89,68,18,1.1049542427062988
90,66,16,1.124074935913086
91,68,18,1.1829047203063965
92,68,18,1.0807442665100098
93,68,18,1.1242785453796387
94,67,17,1.036470890045166
95,66,16,1.0221915245056152
96,70,20,1.068596601486206
97,70,20,1.0145237445831299
98,73,23,0.9105570316314697
99,73,23,1.091463327407837
100,77,27,1.0604751110076904
100,77,27,97.67768716812134
