Solution,Power,Latency,Cost
0,565.1265402625099,3032.42688163029,175.25163979512553
1,565.1265402625099,3032.42688163029,175.25163979512553
2,556.4731156967696,3070.791406051818,172.13518867973548
3,558.8677040839939,3115.4359163506247,166.2585985916418
4,562.4855462012442,3056.144115206912,170.06479600420994
5,550.965005165708,3103.836566684659,167.30831367584844
6,564.928846300356,3130.2265009249236,164.2974973759212
7,565.4939430270715,3021.0711491773745,168.72869974170902
8,566.0834080517589,3093.660353511067,166.39187090373798
9,560.5512853213313,3048.8745637805227,172.4443712605322
10,556.7854197761781,3094.6583931247237,166.2626350514732
11,556.5244120545487,3056.834772898394,168.1991914989943
12,555.4129142896841,3073.9664557016895,167.17080019382854
13,569.4388488482286,3121.7683908430267,165.19549063684804
