Epoch,FrontSize,ArchiveSize,Time
1,62,12,4.083223342895508
2,64,14,3.001948595046997
3,65,15,2.967637777328491
4,66,16,3.002915382385254
5,70,20,2.9265663623809814
6,73,23,2.9258363246917725
7,75,25,2.925626277923584
8,77,27,3.012146472930908
9,74,24,2.9630932807922363
10,74,24,2.9362916946411133
11,70,20,2.9384970664978027
12,71,21,2.9658360481262207
13,73,23,2.9131011962890625
14,72,22,2.957033395767212
15,72,22,3.2067039012908936
16,74,24,4.0409746170043945
17,77,27,3.2654855251312256
18,79,29,2.9366416931152344
19,72,22,3.541288375854492
20,73,23,3.2687888145446777
21,74,24,4.114177703857422
22,78,28,3.548687696456909
23,79,29,3.4596402645111084
24,75,25,4.051414251327515
25,75,25,3.0456490516662598
26,74,24,4.0391950607299805
27,70,20,3.2438204288482666
28,70,20,2.950387716293335
29,70,20,2.9450883865356445
30,71,21,2.9480297565460205
31,68,18,2.9579615592956543
32,68,18,2.918546676635742
33,68,18,2.9948647022247314
34,71,21,2.9588840007781982
35,72,22,2.9066996574401855
36,72,22,2.934504985809326
37,73,23,2.921048402786255
38,73,23,2.925075054168701
39,73,23,2.955893039703369
40,73,23,2.965902328491211
41,76,26,2.9612720012664795
42,76,26,2.9630320072174072
43,76,26,2.9591264724731445
44,76,26,2.981916904449463
45,78,28,3.0077240467071533
46,78,28,2.9718494415283203
47,78,28,2.9499075412750244
48,79,29,3.050668954849243
49,80,30,3.2747724056243896
50,81,31,2.9540889263153076
51,82,32,2.9652469158172607
52,82,32,2.966745138168335
53,83,33,2.958245277404785
54,84,34,3.0199880599975586
55,84,34,2.9593615531921387
56,85,35,2.9516592025756836
57,85,35,3.006812572479248
58,87,37,2.99497652053833
59,88,38,2.9802815914154053
60,89,39,3.3247570991516113
61,89,39,3.7008767127990723
62,89,39,3.559873342514038
63,90,40,3.0093040466308594
64,94,44,3.0159966945648193
65,94,44,2.989553451538086
66,96,46,2.996769666671753
67,97,47,3.034891128540039
68,97,47,3.032466411590576
69,97,47,3.086332082748413
70,96,46,4.059420347213745
71,87,37,3.10444974899292
72,85,35,3.304497480392456
73,83,33,3.020658493041992
74,88,38,3.1134979724884033
75,86,36,2.9973464012145996
76,86,36,3.0916764736175537
77,88,38,2.9990994930267334
78,86,36,3.0371012687683105
79,87,37,3.0375659465789795
80,88,38,3.0216715335845947
81,91,41,3.1033430099487305
82,92,42,3.005345582962036
83,90,40,3.1267247200012207
84,91,41,2.994445562362671
85,94,44,3.0362038612365723
86,94,44,3.0773167610168457
87,92,42,3.030128002166748
88,95,45,3.0233922004699707
89,95,45,2.996532678604126
90,98,48,3.0600192546844482
91,99,49,3.0526487827301025
92,100,50,3.0681612491607666
93,100,50,3.1094577312469482
94,100,50,3.0899622440338135
95,100,50,3.7952704429626465
96,100,50,4.641006708145142
97,99,49,3.4778997898101807
98,97,47,3.051429271697998
99,98,48,3.060347557067871
100,100,50,3.082165241241455
100,100,50,318.8875558376312
