Task,Model,Trial,ER,GD,IGD,STE,HV,HAR
250,NSGA-II,0,0.1044776119402985,3.6314370263686078,32.08517557766064,0.4006410697582066,25194257.759901755,0.8309175030982475
250,NSGA-II,1,0.07462686567164178,5.546753564906915,34.66162472837133,0.44377816675680626,24841133.788515545,0.8192713219968
250,NSGA-II,2,0.05970149253731343,8.63260037601852,33.53565253851298,0.5282494928553837,24983886.484467126,0.8239793675685737
250,NSGA-II,3,0.05970149253731343,3.510355675202953,31.86567854860703,1.5425910084751502,25200985.566162754,0.8311393890546822
250,NSGA-II,4,0.11940298507462686,4.523333945733296,30.269589664713635,0.08120688710679767,24798870.1778698,0.8178774498627469
250,NSGA-II,5,0.07462686567164178,5.3319348280060295,33.46714065524915,0.6862931007214883,25007724.954949193,0.8247655706216427
250,NSGA-II,6,0.05970149253731343,5.171424599532391,33.490814273445885,0.355255924096608,24691448.816049468,0.8143346469513142
250,NSGA-II,7,0.06716417910447761,4.453279011864883,30.137834944892365,4.448165725451052,25166672.379111968,0.8300077253248239
250,NSGA-II,8,0.12686567164179105,4.66009113900473,31.42068147209332,0.25129769990202994,25445923.283040714,0.8392175407534689
250,NSGA-II,9,0.08955223880597014,4.516589300622247,32.11554947226778,0.43380292715763347,25298398.940136313,0.8343521242041698
250,NSGA-III,0,0.08955223880597014,3.6692240058100527,31.361637062356273,0.7184064456390334,24541180.60428775,0.8093787364219392
250,NSGA-III,1,0.08955223880597014,4.74113974361951,30.418774136964917,1.6240854607154676,24870565.83630789,0.8202420036456004
250,NSGA-III,2,0.09701492537313433,3.8106480694339457,33.08870859095983,0.261029720611267,25856265.33818004,0.8527507989713488
250,NSGA-III,3,0.05223880597014925,5.7752019850163325,34.188998864511404,0.1267224800699045,25990603.85478362,0.8571813412738819
250,NSGA-III,4,0.03731343283582089,7.901369372216138,35.60383755915748,0.15642780765232406,25042932.45651526,0.8259267292304969
250,NSGA-III,5,0.1417910447761194,3.534681433185932,31.008595869235446,0.2720253181268063,24972622.802944105,0.8236078864868132
250,NSGA-III,6,0.06716417910447761,6.6325217203021625,31.50483894311435,0.03966310467294183,25402173.996847074,0.8377746703981371
250,NSGA-III,7,0.08955223880597014,5.3968887485251935,31.016285139425303,0.11880905044243525,24860295.545292787,0.8199032850118669
250,NSGA-III,8,0.1044776119402985,4.44192470164804,33.270361165268824,0.08990226003295074,25213227.121422783,0.8315431208346631
250,NSGA-III,9,0.05970149253731343,6.879404898281453,30.070418780596103,0.3998894895612798,25526950.97326443,0.8418898689754046
250,MO-ALO,0,0.30597014925373134,1.0160303229904595,30.500706861470036,0.07844458284430006,27875155.200304564,0.9193346586449912
250,MO-ALO,1,0.3582089552238806,0.6622092493243082,32.01358864036196,0.014680991928673136,28198614.173657436,0.930002475298072
250,MO-ALO,2,0.373134328358209,1.117978403704716,34.40848424056194,0.022018885410484107,28242488.282353465,0.9314494623534473
250,MO-ALO,3,0.23880597014925373,0.8344645960209398,33.807108584799494,0.15949228536408844,28540179.254093803,0.9412674391833524
250,MO-ALO,4,0.3208955223880597,0.983658034424749,32.944148483317164,0.037851266711944706,28389277.2486681,0.9362906258651841
250,MO-ALO,5,0.20149253731343283,1.0592508575063089,32.13696396875311,0.03280026460285856,27781927.558486596,0.9162599707499418
250,MO-ALO,6,0.2537313432835821,0.8888320367563581,32.59783401696864,0.06480835090688611,28605998.099617943,0.9434381731379271
250,MO-ALO,7,0.29850746268656714,0.32152341957988656,32.79066078456185,0.19014811934665612,27877718.45356229,0.9194191958445791
250,MO-ALO,8,0.3283582089552239,1.5176969743309683,33.75270249501443,0.026288673494864287,28228642.05815251,0.9309928078986887
250,MO-ALO,9,0.3208955223880597,0.723417056444583,31.41223197681035,0.06624880914087292,28580118.782831267,0.9425846620922277
250,MO-SSA,0,0.30597014925373134,2.477988293155043,1.522195335069854,0.1343465052104126,28362402.775783423,0.935404294141534
250,MO-SSA,1,0.31343283582089554,2.399371818180012,1.9323857862346872,0.1416448267161763,27538029.255058493,0.9082160993556861
250,MO-SSA,2,0.3283582089552239,2.350744584306646,2.4661785716010094,0.37635206050700143,27655800.59886664,0.9121002491435533
250,MO-SSA,3,0.29850746268656714,3.007487834900606,1.6885899940941962,0.27553165516635847,28229661.609909624,0.9310264331560141
250,MO-SSA,4,0.2835820895522388,2.42251977670356,2.543680878251852,0.15826293523816495,27676636.95307369,0.9127874411051655
250,MO-SSA,5,0.3582089552238806,2.8255494617737438,2.169824569034412,0.17824435791855076,28124238.679744378,0.9275495393837504
250,MO-SSA,6,0.3582089552238806,2.2898755664602746,1.9913844921055883,0.11803451373438713,28051995.32354357,0.925166922292115
250,MO-SSA,7,0.3582089552238806,1.6014736552236402,2.0248053233947116,0.540946428520465,28012429.732834265,0.9238620320209235
250,MO-SSA,8,0.3283582089552239,2.927584121221113,2.5429930929224787,0.22240695973539662,27765079.671010178,0.9157043201438475
250,MO-SSA,9,0.3582089552238806,2.5854955033398737,2.078177704507008,0.12308635844577567,27333466.337304436,0.9014695259711263
