Epoch,FrontSize,Time
1,28,14.359427690505981
2,50,23.553943634033203
3,50,18.97566866874695
4,50,21.795305013656616
5,50,22.169589519500732
6,50,20.793147563934326
7,50,22.685474395751953
8,50,21.78393006324768
9,50,25.956409692764282
10,50,24.277480125427246
11,50,25.25975251197815
12,50,23.730956077575684
13,50,23.50069236755371
14,50,20.142024517059326
15,50,22.19902276992798
16,50,23.694076538085938
17,50,24.449044466018677
18,50,24.732627153396606
19,50,25.794411182403564
20,50,26.848612785339355
21,50,24.285690784454346
22,50,24.574306964874268
23,50,26.65475583076477
24,50,25.090118646621704
25,50,24.43935465812683
26,50,25.96788215637207
27,50,24.70450758934021
28,50,24.453707456588745
29,50,26.621713399887085
30,50,24.51677966117859
31,50,24.285472631454468
32,50,26.20711350440979
33,50,24.961611032485962
34,50,26.31270146369934
35,50,25.266335487365723
36,50,24.934576511383057
37,50,24.03716468811035
38,50,24.317641019821167
39,50,24.684401750564575
40,50,24.1595938205719
41,50,24.42059636116028
42,50,24.09139108657837
43,50,24.185760259628296
44,50,24.187339782714844
45,50,24.330748319625854
46,50,24.994704961776733
47,50,24.096996307373047
48,50,24.19983744621277
49,50,24.199257135391235
50,50,24.314278841018677
51,50,24.272315979003906
52,50,24.41106104850769
53,50,24.55058979988098
54,50,25.092748165130615
55,50,24.393040657043457
56,50,25.621644020080566
57,50,24.229273796081543
58,50,24.954524040222168
59,50,25.66707754135132
60,50,25.031550407409668
61,50,24.560169458389282
62,50,24.436187505722046
63,50,25.135116815567017
64,50,25.245004892349243
65,50,25.82585573196411
66,50,25.789625883102417
67,50,24.188135147094727
68,50,26.417208909988403
69,50,24.411729335784912
70,50,24.223074913024902
71,50,24.434300661087036
72,50,26.04523515701294
73,50,24.246084690093994
74,50,28.643869161605835
75,50,24.325731992721558
76,50,25.96363139152527
77,50,24.700326919555664
78,50,24.35884165763855
79,50,25.269834280014038
80,50,28.81267213821411
81,50,25.41305661201477
82,50,26.537752151489258
83,50,24.421618223190308
84,50,24.290010690689087
85,50,24.967111825942993
86,50,25.433325052261353
87,50,25.938422918319702
88,50,24.774333000183105
89,50,24.225331783294678
90,50,24.362507104873657
91,50,26.64396333694458
92,50,26.24071431159973
93,50,25.377283811569214
94,50,25.08906102180481
95,50,24.21476674079895
96,50,24.61479640007019
97,50,25.321226596832275
98,50,25.93539261817932
99,50,25.78866219520569
100,50,26.791552543640137
100,50,2472.537936449051
