Solution,Power,Latency,Cost
0,417.1723234839724,2187.5303007964085,125.47029811014973
1,442.41968266274256,2114.2616773671434,134.56729372670026
2,418.83034763577933,2195.9410954354894,125.46367417019452
3,414.21730293610705,2217.359218271637,124.33109406398296
4,415.48624701408113,2204.1433609545456,125.28699028502905
5,431.848398765036,2164.4099616069425,129.2080323630558
6,414.7579597006895,2234.1293364689436,123.99465074413325
7,429.3871472710898,2135.3040961805887,131.72161642513805
8,425.52139540076905,2147.4348525743553,133.9804616156284
9,422.4311622777296,2177.06409987584,127.23041965222191
10,412.19049353193145,2266.2917835168982,121.48149033028803
11,414.4355304919703,2176.916583322309,127.49639032941367
12,427.8636125969027,2157.192373845803,129.5866168096511
13,425.76767937886285,2142.811754248565,130.15833180465836
14,416.80559864110546,2183.930252148956,126.47594908830365
15,425.4539469506443,2161.9791444391094,130.28651251602952
16,418.2796223608293,2173.8509640358366,127.70020025791234
17,441.11987510774014,2118.8105134624066,134.03483549485563
18,444.2015055536579,2107.818620700205,135.4310867552833
19,414.0238532791765,2197.628919775341,125.61450379896424
20,415.55937188056043,2191.0457163852843,125.848048502424
21,418.2766817452474,2203.896273427003,123.4634971271703
22,422.57167763159777,2169.679974013665,126.15795805984797
23,413.74195169983903,2222.835846348841,124.88495497125017
24,413.34634264970754,2223.7485549944413,125.1151493755344
25,413.3186030615248,2213.053894792288,126.12784023595464
26,414.2158106739986,2227.8384370059707,124.82614427244587
27,442.08202558669916,2109.1119040230383,135.13827948948474
28,437.7611095446986,2120.0893752176867,133.47562684945524
29,438.09495253145036,2119.738645525179,134.65585055903102
30,430.1410577069118,2168.9637446496135,128.82087487083527
31,418.0633228710982,2246.70502534859,122.14278763437545
32,416.14457229668585,2217.358221728163,123.59852945415459
33,417.7276523464608,2238.531392842098,122.4581742290572
34,418.77777220211146,2238.8913084612755,122.39378616276409
35,416.36913666473527,2229.4751413852687,122.56837509337902
36,418.4289387016207,2238.4988922588877,122.4804479403725
37,412.31506290822915,2257.6097187040264,121.19598514706475
38,413.59212204935784,2248.7584842489114,121.96809316847951
39,430.90433133130193,2121.1393416073315,132.46838887480175
40,428.9016101462804,2122.896973223677,131.8695205788836
41,421.50367245450633,2242.3364312362824,121.94009543850989
42,419.93683222860926,2229.209204936578,123.33495267253899
43,411.3936311171362,2241.353876888558,122.16996473404583
44,409.14099102719337,2239.0694500445466,123.12618761099293
45,413.63544820159944,2205.9229317990907,125.61587226743171
46,417.88717635370887,2179.295631065451,127.14808479063836
47,417.8760227094061,2209.9876927016385,124.39096816721846
48,417.39398507585935,2175.043616513797,129.69933596704098
