Epoch,FrontSize,Time
1,29,4.891385793685913
2,50,5.9706926345825195
3,50,4.5607359409332275
4,50,5.003561973571777
5,50,4.79811692237854
6,50,5.364044904708862
7,50,5.081801414489746
8,50,4.450216293334961
9,50,4.620980501174927
10,50,6.378299951553345
11,50,5.441831350326538
12,50,6.469714879989624
13,50,5.515512466430664
14,50,6.079195499420166
15,50,5.660942077636719
16,50,6.6712682247161865
17,50,6.691550254821777
18,50,6.145645618438721
19,50,6.976607084274292
20,50,7.498586416244507
21,50,7.816701412200928
22,50,7.377722263336182
23,50,7.051317453384399
24,50,7.10756778717041
25,50,7.115645408630371
26,50,8.266331911087036
27,50,7.004319190979004
28,50,7.143021583557129
29,50,7.122006177902222
30,50,7.179643154144287
31,50,7.125516653060913
32,50,7.192133903503418
33,50,7.214474439620972
34,50,7.237034797668457
35,50,7.231875419616699
36,50,7.261148691177368
37,50,7.209394454956055
38,50,7.206051349639893
39,50,7.1738526821136475
40,50,8.353728294372559
41,50,7.302742958068848
42,50,8.654420375823975
43,50,8.294734716415405
44,50,7.3563926219940186
45,50,7.150705337524414
46,50,7.143055438995361
47,50,7.898293972015381
48,50,7.105832815170288
49,50,7.48133111000061
50,50,7.132757663726807
51,50,7.311869382858276
52,50,8.039357900619507
53,50,7.0875163078308105
54,50,8.348191261291504
55,50,8.330572605133057
56,50,8.1108078956604
57,50,7.24699854850769
58,50,7.7766454219818115
59,50,9.001655340194702
60,50,7.4647650718688965
61,50,7.152374029159546
62,50,7.2392072677612305
63,50,8.381093263626099
64,50,8.708219528198242
65,50,7.21958327293396
66,50,7.125015735626221
67,50,7.167616367340088
68,50,7.6710710525512695
69,50,7.141779184341431
70,50,7.218823671340942
71,50,7.2513158321380615
72,50,7.580246686935425
73,50,8.664994716644287
74,50,7.480810880661011
75,50,8.160096168518066
76,50,8.672223806381226
77,50,7.2529237270355225
78,50,7.192103624343872
79,50,7.115602493286133
80,50,7.118517160415649
81,50,7.571795463562012
82,50,8.935138463973999
83,50,8.04264783859253
84,50,7.475235939025879
85,50,7.25848650932312
86,50,7.288292407989502
87,50,7.709048748016357
88,50,7.188610553741455
89,50,7.249264478683472
90,50,7.178596019744873
91,50,7.2551257610321045
92,50,7.267497301101685
93,50,7.290166139602661
94,50,7.742450475692749
95,50,7.243146896362305
96,50,7.210996866226196
97,50,7.233171701431274
98,50,8.280475378036499
99,50,7.188971281051636
100,50,7.153304815292358
100,50,719.3871796131134
