Epoch,Power,Latency,Cost
0.0,208.24931882383348,1133.446253335607,63.79471759457595
0.0,214.08334473522223,1147.9090489224182,63.48469554331157
0.0,212.18051342447868,1181.1591713775329,63.19031823654755
0.0,208.10663326056564,1155.4949562453135,64.28053410815257
0.0,213.23954497206094,1164.1762949279596,62.10160153352124
0.0,207.52307138995238,1102.4223391216753,65.6658580855261
0.0,204.44764236993905,1174.1740968971694,63.890345454888546
0.0,207.02401267992286,1160.6787603837447,63.96423647545977
0.0,205.54091048666749,1150.874304677877,64.82911127389211
0.0,209.2649169169881,1154.19450853922,63.74144993360895
1.0,203.13992289575307,1132.566471963454,64.18814232078218
1.0,216.3964658250834,1124.2029980133427,64.14623576285081
1.0,210.118467059428,1154.3319634902916,63.682812650608305
1.0,204.23047977351163,1160.163976804796,61.96601594570899
1.0,214.85531834591976,1087.629955907567,66.42066362057209
1.0,203.6411861618352,1161.2612897000872,62.843145707740234
1.0,212.14964936636912,1116.0009897258317,64.18833005083691
1.0,205.06342583968663,1157.56173040665,62.67522152519441
2.0,220.71924284191357,1176.7291552485726,63.167135989186484
2.0,205.4607460977293,1114.29743142678,64.62971674038984
2.0,216.46573333224262,1111.901124854651,67.29476043429078
2.0,209.87711533533422,1224.4785886085494,62.88677716203153
2.0,218.5035400656106,1108.9841409803262,64.4958449970251
2.0,208.8035987001628,1151.133270188971,63.36199972757546
2.0,207.0854748206897,1183.1889491522384,64.35551474657663
3.0,207.313461851662,1143.6786523460598,66.56529231857675
3.0,206.83897856123352,1176.350703500088,61.88805651889093
3.0,226.5942354720847,1091.0677170797592,69.95537648293995
3.0,211.46907872871557,1092.3357921927588,66.46824080077943
3.0,207.83353027415342,1139.7839138132354,64.6217998176936
3.0,204.27958466530131,1193.370244510276,63.68441277397314
3.0,209.45278660473952,1130.7924072596848,66.60787783543286
3.0,207.37409413444746,1140.6002557697302,67.90677401976589
3.0,204.72229731105378,1177.855333092061,63.44986849334289
3.0,207.59036593297293,1150.0100529805134,65.89499337450452
3.0,210.65203413000478,1129.7765332094841,65.46164550069936
3.0,208.02379222842544,1136.0549784565744,62.13442823198866
3.0,207.97316152833824,1171.3389024031592,63.76719513819333
3.0,210.82568973160755,1135.6386786356209,64.27137690539936
3.0,214.39337629638152,1135.4267760608457,65.28611166070523
4.0,211.2999081138866,1118.929570404479,67.16071378966495
4.0,209.32769766184293,1133.8551027694389,64.84565206677655
4.0,202.94668270467474,1148.1634674943375,63.28944269644312
4.0,206.66859711345415,1167.8534198179684,62.84272740015908
4.0,205.81333164063327,1142.255849073378,64.12783856949535
4.0,224.49637983041598,1092.587060738745,68.08548084009584
4.0,206.40008781364594,1140.3755619460885,65.76119836975487
4.0,208.25238265257514,1137.4180817968095,65.2556800468465
4.0,202.95239733813338,1183.0731343642083,62.49367046620377
4.0,214.15816633760988,1121.8409532274145,66.88891438765997
4.0,220.02588249415237,1115.8460105677077,68.7501794633961
4.0,216.45454930536468,1132.12454983105,66.26171062788076
4.0,223.65813723256687,1163.6295542576638,62.512661714006406
4.0,223.34996007503042,1128.287496619771,65.99258579790327
5.0,205.63744696815215,1184.1080494187859,62.19558455007773
5.0,214.25149419164157,1119.6520064668177,63.362557240213526
5.0,207.88022332081678,1149.727917165623,65.93574102156478
5.0,218.73646685169356,1063.0591415398435,69.13644339476646
5.0,209.22486543810928,1154.6577568724686,64.67101524089256
5.0,208.2969252470946,1158.1699632111906,64.91880060714111
5.0,215.08031992564082,1179.1566873565,63.025041604531715
5.0,208.43230205165966,1146.7791247701166,67.39495690619542
5.0,209.88140691755595,1111.449147267303,64.73146578360463
5.0,204.36816958787955,1182.881111663678,64.63377866107774
5.0,211.78842972169411,1094.3464211535552,65.69655977493525
5.0,212.67469998929695,1194.98070675754,62.18331584597001
5.0,210.44576610621925,1162.5407197754746,63.179119912094464
5.0,207.8977954945191,1147.7578096486375,65.34945648483969
5.0,206.4574292630314,1160.6944291217048,65.86703460703049
6.0,208.90630825576469,1129.9051324330856,64.74550852669924
6.0,213.61185909564054,1125.6792895266462,64.75915196826007
6.0,207.00503568991164,1105.4726297900047,65.54028743132709
6.0,211.44706343757716,1143.9175615322551,61.601559467355266
6.0,206.14892118037588,1139.9724545839058,65.71549605901774
6.0,211.35472208587524,1145.6251469536744,64.71169119682209
6.0,213.6886892945159,1141.2245055366136,64.34040773025696
6.0,203.26244223747636,1147.1707966769193,61.875228865902145
6.0,206.85799021265706,1130.6059762213215,67.6134047045435
6.0,220.84151069523335,1082.9443355287592,69.98825790766917
6.0,204.27105668785418,1169.3128162866292,60.85195585302787
6.0,206.0952449691137,1140.1243445082064,65.84626686329989
6.0,215.0753584969003,1131.4604518066571,63.873552617190086
6.0,207.47653343007943,1142.523241679437,65.20314345539306
7.0,217.66009357241222,1105.087197054941,67.84355993360823
7.0,202.8405553626658,1118.67616601065,62.231104845707215
7.0,229.44053097773207,1079.2036810162367,70.14072890708987
7.0,210.7128277816234,1114.039356093857,64.97463470035338
7.0,203.71285179986228,1142.1093950387092,62.18647331449879
7.0,222.8098237357223,1102.5671874016152,67.69856057477575
8.0,220.5492148073271,1112.9681877483933,66.89902481126694
8.0,211.9317047610912,1186.7383755135916,61.193169735209125
8.0,218.31190711123406,1113.6178457014405,68.96779527562029
8.0,206.86580099259277,1158.9515829706297,62.070350157840664
8.0,203.8500516205244,1131.2703561958367,63.34425005306186
8.0,203.559294073709,1146.7048796998808,63.365825670973706
8.0,204.68620556672442,1124.8494738223408,63.17413523218329
8.0,231.5890404522047,1110.6042956638698,69.19453470762822
8.0,218.72735062100887,1121.796187590572,64.68194098352613
8.0,210.55510223299834,1117.313639720667,65.58309261347456
9.0,241.45226936288213,1098.0151111957916,71.96727275273332
9.0,215.33726955029215,1122.7362197355749,63.73991755661979
9.0,211.89449255423025,1104.5669874430039,66.81763846108953
9.0,202.85156192535018,1158.0048895797288,64.99994081615623
9.0,209.03235742785634,1153.8132151416105,63.6982332824205
9.0,204.4897047629448,1153.826653755071,64.23777845846546
9.0,204.86424594804143,1116.9146083200226,64.77340590718175
9.0,207.12526659013645,1158.3456869278953,61.76594348605036
9.0,204.70155456685885,1138.1238375305788,64.5490934337653
9.0,223.65828784650404,1103.734669729594,68.63576786830697
9.0,203.41026630686002,1174.7684166081242,63.8017416106461
10.0,202.49600688445238,1106.0545188682859,62.430838443331815
10.0,202.19517361736396,1183.561686766157,63.65526021886645
10.0,216.25455520518778,1087.6944863208878,66.45035844812296
11.0,201.79594375400478,1132.9825336902454,63.239958081405916
11.0,218.8866589839749,1098.3404765484122,68.65347660196423
11.0,212.01972262757766,1116.7559409697276,66.86291711395988
11.0,206.4393503417253,1123.0118422021972,65.12698018218862
11.0,223.94805356239232,1120.7646391134638,66.30234180274967
11.0,215.28844236991333,1107.9728010106435,66.70273479812613
11.0,206.5899448144126,1129.826626218957,61.981199154545564
11.0,216.71843239865623,1128.7530537013783,64.63923361554436
12.0,205.5504665789288,1126.302784842988,64.19390407257164
12.0,213.15464115477548,1160.0331050912232,63.17806885417638
12.0,208.08128448162591,1116.7002473608686,65.69078406213764
12.0,222.3877683313498,1108.6298918646737,67.25980385528051
12.0,205.3456469493303,1138.5917082975436,64.59058135369521
12.0,207.70446786573092,1125.049776692927,66.26435920940983
12.0,209.4926746756854,1159.5494290111346,63.43747399866317
12.0,204.26733130138646,1175.6400990435793,62.78449122346816
12.0,207.06824445726338,1156.4078202655069,63.82269958074872
12.0,215.1287776616256,1109.9349489970912,67.86371025875414
12.0,205.07913585085365,1137.5805432781547,65.63712186435157
12.0,204.69288384815826,1146.303119642449,65.89513142898602
12.0,206.57309407736912,1166.8634261364393,63.99751339465165
12.0,225.68194810159096,1123.7807434279077,65.13488637712133
12.0,223.94717562471115,1091.7673710832328,68.99155615555593
12.0,215.24484556114066,1124.4186837041568,65.24371603317636
12.0,225.53159480367285,1118.2309417518188,65.66195035409677
13.0,211.3279318751944,1118.1907873177572,67.41753611015565
13.0,204.27761773198318,1161.0560415285818,65.81209514683971
13.0,208.9929280619632,1139.950824892035,63.29678411117507
13.0,215.37008953948225,1102.7635278729979,67.35964842949406
13.0,213.75311926855107,1120.8304078996334,64.84472097919236
13.0,221.1237349116987,1090.7685762426822,68.3909823313579
13.0,208.24630404444275,1166.592281320366,61.705076100433025
13.0,205.98137151659512,1175.25844585166,63.803017891173305
13.0,209.14506869827414,1134.872215561201,66.4145979979996
13.0,206.8886370611821,1150.5085494999198,64.18823336235009
13.0,207.2991122660076,1138.369187096629,65.55710892891412
13.0,206.48960831147906,1156.3965950738032,63.316377349094886
13.0,208.92487994625526,1134.213003180929,66.6895585426643
13.0,210.2470648001234,1123.6394700291469,66.98516116191307
13.0,207.97353797266703,1155.8446067359819,62.83525083368918
14.0,207.9148313956054,1124.233161178523,65.76809012178038
14.0,208.5418191884457,1100.3392329709745,65.42121701888206
14.0,217.02901326298647,1118.7461393291408,65.22965897153755
14.0,212.68107375881485,1123.9293829571197,63.62267988247286
14.0,204.75704542507884,1137.288378383136,62.14147745256546
14.0,211.23699933961802,1173.4999248335814,61.62005800763903
14.0,206.99793333875417,1127.7023743100706,65.49791768198756
14.0,210.15782381268613,1130.6474457738705,65.37919397840095
15.0,206.45727134240312,1136.3399906886223,64.72406420739296
15.0,203.54474521944027,1176.8365096484408,64.26616785083127
15.0,207.85297883361267,1129.52095749425,64.85066823778686
15.0,207.89516948602807,1176.393534535659,62.49170695143832
15.0,207.80650795221263,1135.1174771694753,65.29623819125459
15.0,218.51884037302767,1125.056476140145,64.87161933187161
15.0,208.29934583434192,1126.0162788906073,66.1253562049045
15.0,213.64429676792287,1099.0735863174395,68.80137071895219
15.0,212.28314002034236,1132.8333753182465,63.64726755789641
15.0,212.1850250026865,1138.0855075676523,62.798423006177465
15.0,204.02777378252034,1137.4169016676578,63.12062744359226
15.0,205.44219173368163,1179.3485978717567,62.749801171072455
15.0,208.7524739082534,1109.5643734319149,66.05971399799269
16.0,209.49736225528252,1107.575268297477,67.14622861193071
16.0,227.54294391395828,1093.1258985682796,69.71548930183651
16.0,224.7600272464466,1102.629129461945,70.43602490038714
16.0,212.8395321765767,1106.8405757106154,66.41519722060694
16.0,204.1012279948622,1169.9051487954703,63.651843475380254
16.0,204.28023309338727,1169.8521790969803,62.39475561866181
16.0,204.17345859704082,1120.9755424184514,62.948138952368474
16.0,210.08512198005604,1118.3658071933144,66.37726712065117
16.0,204.29816175628875,1176.8457793470159,61.99774028559825
17.0,208.96497811624846,1140.5596890632494,65.10336406023127
17.0,207.35858061610045,1150.270660894559,63.49943770671472
17.0,207.4043196954562,1145.1774484078385,64.52235153679628
17.0,205.23270281833064,1097.9106939837943,65.57901577711016
17.0,214.22035311566438,1131.1539169108974,64.78086975508457
17.0,232.46020276199718,1088.5657936433586,70.7374183250025
17.0,206.45131287330662,1158.6499704681369,64.48971758520047
17.0,202.04954597529337,1158.9826526544468,62.41345248825018
17.0,207.10264524244081,1145.029731206589,64.76147373445264
17.0,211.95614954619433,1095.6003235515598,69.04368953207396
18.0,217.51343518687017,1107.3680902694073,66.95601371743764
18.0,214.32730774598002,1107.2443978241197,67.64604753193473
18.0,205.7583831759396,1129.6418864250477,66.11241998761568
18.0,203.81242159106154,1139.2767084246698,64.7520358857046
18.0,210.276306265298,1116.7265685132425,66.78294962233464
18.0,206.16773714138134,1144.2276310324612,62.62502241955353
18.0,215.90073494925406,1118.6009558402643,65.39865784852373
18.0,205.9202776680334,1182.3568099407335,63.48170472013488
18.0,225.76201255566076,1113.964253096525,66.93520684896107
18.0,207.09028597032918,1122.0389006950086,61.13070798657531
19.0,209.08225101773,1134.6372331375485,65.49011741168164
19.0,216.06898037773072,1132.39121214904,63.475566559916274
19.0,211.3206045972131,1127.2837885672188,64.57304460657515
19.0,212.2222443577103,1110.7896972510866,64.26888219917699
19.0,206.1793789143839,1140.051592820987,63.96337511306271
19.0,205.11633494010388,1184.1311045493446,63.170147469829395
19.0,211.60491578607005,1176.356191269374,61.94429998366408
19.0,210.16700590770878,1137.100971318231,65.1473656453775
19.0,209.19729025770704,1152.2520589618375,62.56435975513538
19.0,207.3840516891418,1105.1401708504798,66.02505190775243
19.0,208.22673701271404,1158.523118767675,62.868023704236634
20.0,203.66410939279032,1138.9890892899327,61.43404523254626
20.0,211.1795321335587,1131.2501824100145,67.30886371787848
20.0,213.88316480232675,1126.003422914654,65.08049469808898
20.0,208.91279613822186,1131.5361664516722,64.90029934977187
